name,place,word
C N Jenkins Memorial Presbyterian Church,Charlotte,c
C N Jenkins Memorial Presbyterian Church,Charlotte,n
C N Jenkins Memorial Presbyterian Church,Charlotte,jenkins
C N Jenkins Memorial Presbyterian Church,Charlotte,memorial
C N Jenkins Memorial Presbyterian Church,Charlotte,presbyterian
C N Jenkins Memorial Presbyterian Church,Charlotte,church
Child Evangelism Fellowship,Charlotte,child
Child Evangelism Fellowship,Charlotte,evangelism
Child Evangelism Fellowship,Charlotte,fellowship
Greater Mount Zion Fbh Church of God,Charlotte,greater
Greater Mount Zion Fbh Church of God,Charlotte,mount
Greater Mount Zion Fbh Church of God,Charlotte,zion
Greater Mount Zion Fbh Church of God,Charlotte,fbh
